x1,x2,x3,x10,x12,x13,x15,x16,x18,x19,x20,x24,x26,x27,x28,x29,x36,x39,x40,x41,y
52,66,21,0,0,17,39,45,2,21,32,0,3,0.67,141,156,3,0,0,3,0
118,78,10,0,0,176,72,83,30,5,2,12,5,1,424,41,5,0,0,2,0
9,13,4,0,0,0,0,0,27,5,7,0,6,1.17,22,13,0,0,0,5,0
110,92,13,0,0,78,30,47,32,9,3,5,8,1,19,21,4,0,0,5,0
97,60,2,0,0,34,78,27,26,4,0,10,6,1,43,102,5,0,0,3,0
1,2,1,0,0,0,0,0,0,2,0,0,1,0,177,2,0,0,0,5,0
61,34,2,0,0,53,4,0,20,6,2,4,5,0.8,382,33,4,0,0,4,0
15,18,3,0,93,0,0,0,6,3,1,0,1,0,184,21,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,134,2,0,0,0,1,0
0,96,0,0,0,36,144,81,5,18,6,10,5,1,378,137,8,0,0,2,0
74,28,4,0,0,42,45,28,21,10,0,2,5,1.2,21,26,5,0,0,5,0
58,56,4,0,44,0,16,16,56,6,1,5,5,1.2,45,19,4,0,0,6,0
111,102,1,0,0,45,43,43,32,2,0,14,6,1,42,37,5,0,0,6,0
88,101,2,0,3,34,37,32,16,8,22,11,8,0.88,19,62,9,0,0,2,0
67,55,7,0,0,0,51,41,9,22,32,0,7,3.71,21,15,8,0,0,4,0
8,13,1,0,0,0,0,0,0,0,0,0,2,1,117,39,1,0,0,4,0
94,62,13,0,0,36,22,57,28,12,9,7,8,1.63,22,11,5,0,0,3,0
129,68,8,0,0,36,59,39,21,26,10,2,7,1,19,27,10,0,0,5,0
46,14,1,0,0,47,33,47,18,3,1,0,3,1,86,31,2,0,0,4,0
59,22,6,0,0,34,24,30,12,6,0,6,4,1,46,21,3,0,0,2,0
3,10,0,0,0,0,0,0,0,0,0,0,2,0.5,159,2,0,0,0,4,0
33,30,3,0,40,18,7,15,6,2,9,0,2,0.5,105,51,2,0,0,2,0
6,11,2,0,0,0,0,0,0,2,1,0,2,3.5,12,1,0,0,0,5,0
7,16,0,0,0,0,1,0,0,0,7,5,3,1,116,1,1,0,0,5,0
53,78,1,1,0,27,4,0,6,3,68,0,6,1.17,379,19,4,0,1,5,0
96,48,7,0,0,34,20,37,12,6,17,13,6,1.17,19,37,5,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,190,4,0,0,0,2,0
68,38,4,0,0,25,65,41,3,1,2,10,5,1.4,373,52,2,0,0,2,0
166,192,31,2,15,44,37,31,40,67,168,7,7,0.86,45,74,10,1,0,2,0
35,31,10,0,0,2,25,9,0,12,9,0,3,0.67,117,20,2,0,0,4,0
83,44,5,0,1,17,134,44,12,8,25,2,6,1.17,374,40,3,0,0,3,0
109,79,6,0,0,57,30,37,32,10,5,10,8,0.88,370,13,4,0,0,5,0
27,18,9,0,0,0,0,0,44,17,7,6,4,1.25,44,178,9,0,0,1,0
30,29,5,0,0,14,10,12,4,4,7,2,5,1,70,5,1,0,0,4,0
66,34,5,0,0,49,27,37,8,0,2,9,7,0.86,40,65,5,0,0,4,0
9,2,0,0,0,7,6,2,3,0,0,0,2,0.5,111,17,1,0,0,3,0
67,46,7,0,0,41,34,31,11,14,16,9,6,0.83,63,29,5,0,0,4,0
18,25,0,0,0,9,2,3,3,1,0,0,3,1,56,5,0,0,0,3,0
1,2,1,0,0,0,0,0,0,1,0,0,2,2,91,2,1,0,0,2,0
135,93,12,1,102,25,66,70,28,42,15,5,7,1,368,42,10,1,0,4,0
82,75,11,0,0,34,27,37,3,7,29,15,7,1,22,106,4,0,0,1,0
23,15,2,0,0,27,23,4,2,3,2,0,2,0.5,157,34,1,0,0,3,0
58,44,5,1,0,0,15,24,18,5,9,3,5,1,55,16,4,1,0,5,0
58,58,7,0,0,11,15,19,4,4,11,3,4,1.5,43,16,2,0,0,4,0
93,67,4,0,0,51,16,39,30,8,1,6,7,1,23,11,5,0,0,4,0
63,51,5,0,0,49,19,53,16,3,0,6,4,1.25,65,15,2,0,0,1,0
8,11,3,0,0,0,0,0,7,5,0,8,3,1,63,67,1,0,0,3,0
111,97,9,0,0,34,31,36,19,19,14,3,6,1.17,373,10,3,0,0,3,0
61,43,1,0,0,25,30,15,9,0,1,8,6,1,21,18,3,0,0,3,0
11,18,4,0,0,0,0,0,0,3,3,1,2,2.5,22,381,2,0,0,1,0
10,16,0,0,0,0,0,0,0,0,0,2,5,1,90,58,1,0,0,4,0
107,70,28,0,0,43,111,64,18,36,24,15,5,0.8,86,150,10,0,0,2,0
56,46,8,0,0,29,6,23,11,16,37,4,5,1.4,20,113,6,0,0,3,0
97,84,2,0,0,50,30,62,21,6,0,8,7,0.86,34,12,4,0,0,5,0
84,40,5,0,0,56,44,38,19,2,7,12,7,1,14,16,5,0,0,3,0
73,35,0,0,0,47,25,21,12,0,16,6,5,1,59,211,4,0,0,4,0
122,139,33,0,17,34,13,28,126,32,41,11,7,0.86,31,25,6,0,0,5,0
49,46,6,0,0,0,254,33,3,13,14,15,5,0.8,69,62,5,0,0,2,0
45,22,3,0,0,27,27,29,10,4,10,0,4,1.75,16,20,2,0,0,3,0
146,150,11,0,0,42,21,48,36,9,7,9,7,1,20,18,5,0,0,2,0
40,54,13,1,0,17,26,27,0,29,27,2,4,1.5,40,71,4,0,0,1,0
81,40,4,0,0,37,37,37,12,5,2,5,6,1.17,376,11,4,0,0,2,0
173,139,24,0,1955,0,21,45,38,95,47,7,7,0.86,32,48,9,0,1,4,0
18,23,2,0,0,0,0,0,0,4,7,0,2,2.5,66,41,0,0,0,5,0
46,18,0,0,0,25,43,15,0,0,0,8,3,0.67,118,29,3,0,0,4,0
0,10,0,0,0,48,15,14,2,10,1,0,4,1.5,20,28,4,0,0,2,0
88,59,4,0,0,34,88,42,20,3,17,18,5,1,67,21,5,0,0,2,0
124,203,0,0,0,35,32,33,18,4,69,37,5,0.8,379,161,6,0,0,3,0
33,33,7,0,0,8,10,13,7,6,12,4,5,1.4,379,51,0,0,0,2,0
35,12,2,0,0,21,12,15,9,5,0,1,2,1,133,32,2,0,0,3,0
175,172,0,0,0,137,50,34,36,1,14,18,7,1,21,43,4,0,0,4,0
12,28,4,0,0,0,0,0,4,4,2,0,2,0.5,44,5,0,0,0,2,0
83,47,3,0,0,34,29,30,12,4,10,7,5,1,66,27,4,0,0,6,0
151,116,3,0,0,74,31,68,19,2,1,2,8,0.88,19,18,4,0,1,4,0
9,44,6,0,0,0,0,0,7,5,4,0,1,0,179,14,0,0,0,5,0
53,51,2,0,0,5,7,10,4,1,13,0,5,1.4,22,9,2,0,0,1,0
2,3,1,0,4,0,0,1,0,13,9,0,3,1.33,94,11,3,0,0,4,0
50,16,5,0,0,52,28,34,22,3,0,2,5,1.4,375,14,2,0,0,2,0
66,30,2,0,0,42,13,31,12,1,0,3,6,1.17,376,9,2,0,0,3,0
30,37,3,0,0,0,0,0,27,7,1,0,4,1.75,33,8,1,0,0,5,0
3,9,0,0,0,0,0,0,0,0,3,0,2,0.5,81,1,0,0,0,6,0
23,18,1,0,0,18,8,22,3,0,16,3,3,0.67,38,10,1,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,5,5,1,69,2,0,0,0,3,0
77,31,7,0,0,40,13,24,50,6,1,12,6,0.83,64,21,5,0,0,2,0
0,18,7,0,0,2,78,50,7,12,6,13,5,0.8,36,45,6,0,0,3,0
299,342,11,0,220,63,144,154,48,43,204,42,7,0.86,18,179,15,0,0,3,0
19,33,8,0,0,7,1,0,1,13,1,0,6,1.17,360,5,3,0,0,4,0
59,21,2,0,0,57,60,38,21,2,16,0,6,1.17,23,17,4,0,0,1,0
90,93,21,1,0,43,25,48,9,13,12,5,6,1,34,143,5,0,0,3,0
108,76,2,0,0,17,43,45,15,1,30,14,6,1.17,375,16,6,0,0,2,0
27,17,1,0,0,17,23,15,6,2,0,0,6,1,62,6,1,0,0,5,0
37,17,2,0,0,17,6,17,6,1,0,4,3,0.67,131,14,2,0,0,5,0
5,11,0,0,0,0,0,0,0,0,0,0,1,0,180,115,0,0,0,6,0
11,19,3,0,0,0,0,0,7,3,2,0,1,0,187,3,0,0,0,2,0
86,47,3,0,0,38,25,57,19,2,9,7,7,0.86,46,17,4,0,0,1,0
69,76,10,0,0,34,27,37,17,28,21,12,6,1.17,376,35,9,0,0,2,0
76,50,20,0,0,0,68,65,21,31,4,15,5,1,20,182,7,0,0,2,0
47,9,3,0,0,25,30,31,13,5,6,2,1,0,127,60,3,0,0,2,0
71,60,1,0,0,30,63,39,10,1,0,1,4,0.75,109,58,3,0,0,2,0
5,13,0,0,0,0,0,0,0,0,0,0,1,0,179,2,0,0,0,5,0
29,44,1,0,0,0,0,0,7,5,2,0,5,1,44,20,4,0,0,4,0
117,125,3,0,0,0,11,10,32,3,7,1,6,0.83,368,40,6,0,0,4,0
20,32,10,0,0,0,0,0,0,20,14,0,3,1.67,82,43,4,0,0,2,0
20,47,1,0,0,0,0,0,3,2,0,0,3,1,115,2,0,0,0,4,0
88,45,2,0,0,43,29,43,21,2,0,13,6,0.83,69,22,5,0,0,3,0
121,65,3,0,0,59,51,68,36,6,2,17,6,0.83,380,47,5,0,0,5,0
1,2,0,0,0,0,0,0,0,0,0,0,1,0,180,2,0,0,0,3,0
28,49,6,2,52,0,0,0,16,6,10,0,6,1.17,376,8,3,1,0,1,0
49,27,5,0,0,25,10,24,9,1,5,8,4,1.5,43,26,2,0,0,2,0
7,2,1,0,0,1,1,1,3,1,0,0,1,0,33,4,1,0,0,1,0
96,56,1,0,0,44,25,61,24,1,0,10,7,0.86,40,11,5,0,0,4,0
18,5,1,0,0,9,6,7,3,1,0,1,3,1.33,95,7,1,0,0,1,0
84,41,10,0,0,34,22,25,19,14,35,3,5,1,378,25,4,0,0,2,0
69,69,3,0,0,25,17,16,1,7,35,6,5,0.8,0,35,4,0,0,5,0
27,22,10,0,0,9,8,18,12,10,3,4,3,2.33,364,12,0,0,0,5,0
1,2,1,0,0,0,0,0,0,0,0,0,3,1,89,1,0,0,0,4,0
46,6,3,0,0,25,26,26,9,3,0,11,4,1,85,7,3,0,0,2,0
11,21,2,0,0,0,0,0,1,3,0,0,3,1,104,2,1,0,0,6,0
6,0,1,0,0,0,0,0,0,2,0,0,1,0,59,15,0,0,0,1,0
4,10,0,0,0,0,0,0,0,0,0,0,1,0,187,1,0,0,0,5,0
86,30,13,0,0,69,29,45,27,13,3,1,7,0.86,383,30,5,0,0,6,0
85,69,10,0,0,34,43,40,1,14,52,16,9,0.89,375,13,5,0,0,2,0
0,21,0,0,0,6,3,0,0,5,1,0,1,0,155,19,1,0,0,3,0
61,39,4,0,0,27,11,25,9,1,1,0,5,1.2,43,8,3,0,0,5,0
85,92,5,0,0,29,36,18,9,23,46,10,6,0.83,168,182,7,0,0,4,0
0,3,0,0,0,0,6,1,0,1,0,0,1,0,106,95,1,0,0,2,0
103,72,4,0,0,53,24,63,30,5,22,8,7,1,20,68,5,0,0,4,0
28,42,3,0,0,5,11,2,16,3,0,0,2,0.5,163,26,1,0,0,4,0
71,33,5,0,0,43,14,26,12,1,0,7,4,0.75,59,24,4,0,0,3,0
3,4,0,0,0,0,0,0,0,0,0,0,2,2,90,1,0,0,0,2,0
57,27,5,0,0,0,41,41,8,15,3,4,5,1,44,146,7,0,0,6,0
208,193,8,2,0,35,79,78,42,31,51,14,8,0.88,22,56,11,2,0,2,0
2,4,1,0,0,0,0,0,0,2,1,0,2,1,109,5,1,0,0,2,0
111,72,8,0,0,51,26,48,9,23,40,8,3,1,36,96,10,0,0,3,0
60,133,2,0,0,0,1,2,17,3,21,0,3,1,84,45,3,0,0,2,0
14,15,1,0,0,0,0,0,0,0,0,0,5,1.2,43,11,0,0,0,2,0
137,127,1,2,1595,43,18,34,10,4,91,22,6,1,45,41,10,0,1,1,0
25,15,0,0,0,9,10,7,3,3,12,1,2,0.5,165,19,2,0,0,6,0
63,31,9,0,0,33,8,53,18,10,0,4,3,1.67,62,45,4,0,0,6,0
90,54,9,0,0,45,42,38,7,5,6,11,7,1,374,18,3,0,0,2,0
27,38,4,0,16,0,0,2,5,11,1,0,4,0.75,91,17,2,0,0,4,0
24,33,5,1,0,0,0,0,19,5,3,0,4,1.5,27,12,1,0,0,5,0
53,61,5,0,0,19,7,17,12,4,23,6,3,0.67,135,31,2,0,0,4,0
34,21,0,0,0,0,27,27,5,1,1,2,4,1.25,54,24,4,0,0,5,0
66,78,3,1,0,41,5,3,53,7,1,0,5,3.4,83,23,3,0,0,2,0
0,22,0,0,0,37,136,36,2,0,0,3,3,0.67,68,51,3,0,0,2,0
62,33,8,1,2,34,46,60,13,25,50,1,5,1.2,375,31,10,1,0,3,0
82,50,0,0,0,34,67,28,8,0,0,4,6,0.83,65,18,5,0,0,2,0
81,32,5,0,0,42,30,37,21,5,1,11,7,0.86,36,7,5,0,0,6,0
27,27,3,0,0,0,0,0,6,6,3,2,6,1.17,21,7,5,0,0,4,0
72,67,1,0,334,0,21,40,22,1,4,10,5,1.4,20,47,4,0,0,6,0
11,29,4,0,0,12,2,1,3,3,0,0,2,1.5,94,7,1,0,0,3,0
119,45,6,0,0,58,65,16,24,20,14,0,5,0.8,65,58,7,0,0,2,0
7,19,2,0,0,0,0,0,0,3,1,0,2,2.5,39,4,1,0,0,2,0
30,42,3,0,18,0,7,9,0,5,1,0,4,1.5,34,14,3,0,0,6,0
21,37,6,0,0,0,0,0,0,3,26,0,3,0.67,133,6,1,0,1,5,0
29,29,5,0,118,0,0,0,4,5,5,0,5,1.2,35,8,2,0,0,2,0
37,38,9,0,0,8,5,1,9,8,13,0,4,1.75,21,23,3,0,0,4,0
8,20,3,0,0,0,0,0,0,3,2,0,2,0.5,141,7,1,0,0,3,0
24,31,2,0,0,9,12,16,2,2,23,0,5,1,192,7,2,0,0,4,0
107,64,23,0,0,19,83,53,15,34,18,10,6,1.17,370,45,10,0,0,4,0
143,86,8,1,141,43,17,43,18,28,67,5,6,1.17,369,139,8,0,2,6,0
6,12,3,0,0,0,0,0,5,1,2,0,1,0,179,3,0,0,0,2,0
99,72,21,0,0,34,18,60,45,24,4,6,10,5.1,20,88,5,0,0,5,0
32,53,8,0,0,0,0,0,14,19,24,2,6,1.17,369,27,5,0,0,1,0
77,45,10,0,0,34,27,61,23,13,16,11,3,0.67,91,44,5,0,0,5,0
10,20,2,0,0,0,0,0,0,1,9,0,1,0,115,178,1,0,0,4,0
0,0,0,4,0,0,0,0,0,0,0,0,2,2.5,67,1,0,1,0,1,0
18,20,1,0,0,35,14,22,2,1,4,0,2,0.5,84,31,2,0,0,3,0
5,7,1,0,0,0,0,0,0,1,0,0,3,1,91,3,1,0,0,6,0
4,8,2,0,0,0,0,0,6,1,0,0,1,0,179,2,0,0,0,5,0
28,8,5,0,0,0,124,33,0,16,2,0,3,1,90,22,5,0,0,2,0
50,33,8,0,0,11,8,12,42,2,28,0,4,1,92,8,1,0,0,1,0
77,55,3,0,0,50,14,17,10,2,2,6,4,0.75,85,61,4,0,0,3,0
18,15,3,0,0,0,0,0,0,10,1,2,4,1.25,67,18,1,0,0,2,0
57,18,5,0,1,36,39,57,3,11,3,4,3,0.67,0,33,4,0,0,3,0
46,35,1,0,3,17,23,1,3,8,34,0,5,1.4,19,5,4,0,0,4,0
2,5,0,0,0,0,0,0,0,0,0,0,2,0.5,167,1,0,0,0,3,0
39,31,1,0,0,17,6,19,6,1,0,1,4,12,86,7,2,0,0,2,0
31,33,0,0,0,8,17,4,3,0,0,0,4,1,376,9,1,0,0,2,0
3,3,0,0,0,0,0,0,0,0,0,0,2,2,85,1,0,0,0,1,0
33,7,2,0,0,17,7,14,9,3,0,2,3,1.33,81,11,2,0,0,1,0
18,11,0,0,0,9,3,1,0,2,1,0,2,2.5,377,22,0,0,0,2,0
31,31,7,0,0,14,5,13,15,9,1,0,4,1.75,18,12,2,0,1,5,0
70,36,3,0,0,46,30,41,15,1,1,1,6,1.17,377,18,3,0,0,2,0
32,12,0,0,0,31,12,19,6,2,4,2,3,2.33,381,22,2,0,0,6,0
81,18,10,0,0,34,24,41,28,14,3,8,4,0.75,19,48,7,0,0,2,0
59,49,6,0,0,0,23,25,21,10,7,1,4,1.5,42,138,4,0,0,5,0
172,208,26,1,262,61,26,32,20,68,58,8,16,4.06,375,23,8,0,5,3,0
34,29,5,0,0,11,12,10,9,4,2,2,5,1.4,19,8,1,0,0,4,0
23,22,3,0,0,9,25,6,6,1,6,0,2,0.5,151,444,1,0,0,2,0
99,70,9,0,154,30,15,35,10,11,40,11,6,0.83,22,152,9,0,0,1,0
46,22,5,0,0,26,18,22,1,2,6,7,7,1,8,4,3,0,0,2,0
43,8,5,0,10,0,35,33,5,12,3,0,3,1.67,42,24,6,0,0,2,0
22,12,0,0,0,10,28,1,0,0,0,2,4,1.5,45,5,1,0,0,2,0
12,12,0,0,0,0,0,0,0,1,2,0,4,1.25,40,1,2,0,0,4,0
94,74,17,0,0,69,103,81,9,14,28,8,6,1.17,378,93,5,0,0,1,0
12,23,6,0,0,0,0,0,0,5,0,0,2,1.5,61,19,2,0,0,5,0
72,61,11,0,65,25,15,50,27,32,9,1,3,0.67,105,34,5,0,0,2,0
113,87,3,0,0,41,20,46,25,8,50,17,4,1.75,20,88,5,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,90,1,0,0,0,1,0
35,47,0,1,0,0,0,0,6,0,0,1,5,0.8,116,14,1,0,0,4,0
9,14,2,0,0,0,0,0,0,0,2,0,3,1,96,1,1,0,0,2,0
92,82,17,0,36,33,22,53,20,36,27,0,5,1.2,40,44,8,0,0,5,0
121,91,6,0,0,34,70,74,28,17,16,16,6,0.83,369,56,7,0,0,2,0
89,35,3,0,9,31,49,29,1,11,12,4,5,1,61,53,4,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,179,3,0,0,0,2,0
10,20,0,0,0,0,0,0,0,0,0,0,3,2.33,18,25,1,0,0,3,0
102,79,14,1,0,56,78,56,26,6,11,12,6,1.17,376,30,4,0,0,2,0
88,44,7,0,4,34,32,69,13,12,41,7,5,1,45,106,7,0,0,0,0
125,142,12,0,122,37,24,42,43,30,46,11,7,1,377,74,5,0,0,6,0
54,21,0,0,0,38,50,29,1,0,0,6,4,1.25,371,24,3,0,0,2,0
69,56,0,0,0,36,37,33,8,3,35,16,5,0.8,67,25,6,0,0,3,0
44,29,6,0,0,23,22,21,6,2,2,4,6,1,379,10,2,0,0,6,0
159,143,10,0,412,43,13,30,43,33,53,3,8,0.88,23,196,9,0,0,2,0
167,181,20,1,31,131,18,33,45,26,63,24,8,0.88,19,154,7,2,1,1,0
154,134,18,0,0,34,22,26,34,32,81,29,8,0.88,11,63,12,0,0,4,0
6,6,1,0,0,9,0,0,3,2,0,0,3,2,33,4,1,0,0,6,0
40,23,5,0,0,0,42,30,4,5,9,2,5,1.4,368,36,4,0,0,3,0
69,22,1,0,0,34,39,38,15,1,0,8,7,1,375,9,4,0,0,4,0
33,27,1,0,0,9,7,9,5,7,4,3,4,0.75,117,10,2,0,0,5,0
11,22,0,0,0,0,0,0,0,0,0,0,4,1.5,44,2,0,0,0,6,0
107,102,4,0,0,52,42,28,14,8,46,6,5,1.4,19,50,5,0,0,6,0
10,5,1,0,0,8,2,1,3,1,0,0,2,3,32,19,1,0,0,3,0
94,72,10,0,0,37,15,49,12,5,4,4,6,1.17,12,28,4,0,0,5,0
33,38,0,0,0,0,1,1,0,4,6,4,3,0.67,61,176,3,0,0,2,0
85,35,3,0,0,43,32,53,31,2,1,13,6,0.83,69,36,5,0,0,4,0
116,94,6,0,0,50,32,64,36,7,3,18,8,0.88,372,17,5,0,0,4,0
38,9,3,0,0,24,13,7,12,6,0,1,3,0.67,33,23,3,0,0,2,0
86,69,5,0,0,34,13,53,18,4,2,3,6,0.83,56,8,5,0,0,2,0
18,28,6,0,0,0,0,0,0,6,16,0,4,1,92,5,1,0,0,5,0
111,50,12,0,0,51,25,31,56,13,1,2,8,0.88,18,9,5,0,0,5,0
145,93,3,0,0,177,8,0,33,7,64,0,5,1.4,382,123,4,0,0,6,0
37,63,9,0,798,3,3,1,10,35,15,0,4,0.75,38,42,6,0,0,4,0
73,17,0,0,0,58,61,35,4,8,8,5,3,0.67,112,63,2,0,0,3,0
10,17,3,0,0,0,0,0,2,4,1,0,1,0,182,2,0,0,0,1,0
155,154,25,0,279,21,99,72,13,38,86,21,7,1,375,31,10,0,0,6,0
81,74,19,0,3,19,21,32,2,29,42,2,6,1.17,22,46,6,0,0,1,0
0,10,0,0,0,9,10,9,0,2,0,0,1,0,107,48,2,0,0,4,0
171,71,15,0,0,51,80,91,25,64,77,10,4,1.75,369,105,12,0,0,6,0
105,101,0,0,0,36,44,40,26,2,7,13,6,0.83,24,46,5,0,0,4,0
12,18,3,0,0,0,0,0,8,8,0,0,3,1.33,86,6,1,0,0,5,0
9,14,2,0,0,0,0,0,1,7,2,0,2,0.5,163,1,0,0,0,3,0
57,31,3,0,0,25,27,38,2,5,11,1,5,1,57,136,3,0,0,4,0
76,86,17,0,241,0,0,0,18,24,47,0,4,1,92,38,5,0,0,5,0
28,36,2,0,0,1,1,0,0,1,0,1,4,0.75,118,10,3,0,0,5,0
97,57,1,0,0,37,12,45,18,0,4,8,7,0.86,39,19,5,0,0,2,0
59,21,1,0,0,34,37,30,9,2,7,10,6,1,36,27,4,0,0,5,0
22,48,3,0,0,0,1,0,1,2,9,0,2,0.5,137,27,2,0,0,6,0
96,90,7,1,51,0,12,19,21,24,7,8,6,0.83,64,35,8,1,0,4,0
29,18,3,0,0,9,47,10,4,1,3,0,4,0.75,116,1,2,0,0,2,0
83,42,10,0,0,52,26,55,24,4,1,21,7,0.86,37,120,5,0,0,4,0
10,12,4,0,0,0,0,0,15,1,4,0,1,0,179,1,0,0,0,3,0
54,29,5,0,0,39,25,14,9,21,6,0,4,1.75,381,40,2,0,0,5,0
122,75,10,0,0,52,37,44,42,3,0,11,7,1,21,44,5,0,0,4,0
80,56,4,0,0,40,18,57,22,16,15,10,5,1.2,376,64,7,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,189,1,0,0,0,3,0
220,321,46,2,1,36,29,0,7,87,58,1,7,1,368,34,9,1,0,2,0
10,19,1,0,0,0,0,0,0,1,1,0,3,1.33,63,37,0,0,0,4,0
186,200,33,1,233,34,20,66,30,47,138,39,7,0.86,36,93,17,1,0,2,0
17,19,0,0,0,0,0,0,0,0,0,0,2,0.5,153,20,1,0,0,1,0
106,57,8,0,0,78,39,43,20,7,7,3,5,1,62,20,4,0,0,2,0
36,9,0,0,0,47,12,11,9,0,0,1,3,1.67,58,6,2,0,0,5,0
133,103,13,0,0,34,76,58,18,22,15,6,8,0.88,42,14,6,0,0,4,0
65,58,2,2,0,9,25,29,12,1,0,8,4,1.75,369,41,4,1,0,2,0
55,61,3,0,0,22,14,24,6,2,3,1,4,1.75,371,14,0,0,0,1,0
22,23,1,0,0,11,12,8,5,1,20,1,3,1,63,11,1,0,0,6,0
16,28,3,0,34,0,0,0,0,4,19,0,5,0.8,78,7,1,0,0,3,0
11,16,3,0,0,0,0,0,0,14,2,0,3,0.67,0,55,7,0,0,4,0
83,47,3,0,0,35,15,30,18,11,17,5,5,1,39,83,8,0,0,1,0
9,21,2,0,0,0,0,0,0,1,0,0,1,0,182,3,0,0,0,3,0
30,12,1,0,0,12,8,10,6,0,1,2,3,1,138,12,1,0,0,4,0
24,145,6,0,0,0,0,0,11,9,3,0,8,1.25,161,1,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,181,1,0,0,0,4,0
41,17,4,0,0,35,9,24,9,8,0,0,4,1.25,30,29,4,0,0,1,0
8,16,3,0,0,0,0,0,1,0,0,1,7,1.43,379,1,0,0,0,5,0
45,18,3,0,0,37,40,37,2,13,22,0,6,1.17,380,37,3,0,0,3,0
86,59,1,0,133,25,22,25,9,8,31,6,4,0.75,110,70,6,0,0,5,0
133,117,16,1,18,43,22,53,38,11,2,23,8,0.88,15,30,5,1,1,5,0
2,3,0,0,0,0,0,0,0,0,2,0,1,0,117,2,0,0,0,2,0
46,32,17,0,1,17,13,12,0,21,33,3,5,1.4,379,21,4,0,0,4,0
2,5,2,0,0,0,0,0,0,0,1,0,3,19,112,1,0,0,0,3,0
124,132,19,0,27,34,19,27,36,33,30,7,6,1,371,37,5,0,0,5,0
39,60,0,0,0,0,0,0,4,1,1,4,7,0.86,56,11,4,0,0,4,0
72,95,4,0,0,17,54,37,13,5,24,19,5,1,19,44,7,0,0,5,0
3,5,0,0,0,0,0,0,0,1,3,0,1,0,165,12,0,0,0,3,0
150,119,16,0,3,34,19,48,20,49,39,14,7,1,372,36,7,0,0,2,0
78,49,4,0,0,26,18,27,11,15,23,5,5,1.2,37,51,7,0,0,3,0
54,45,4,0,14,54,80,61,11,18,7,0,3,2.33,371,63,1,0,0,1,0
95,52,9,0,0,54,24,41,20,3,4,10,5,0.8,42,29,4,0,0,5,0
101,76,5,0,0,63,33,55,32,2,32,17,8,0.88,18,24,6,0,0,1,0
58,45,4,0,0,46,8,20,5,7,4,6,3,0.67,0,35,4,0,0,3,0
30,34,7,0,0,0,0,0,13,2,2,1,1,0,182,54,1,0,0,5,0
20,29,1,0,0,0,0,0,10,5,3,0,5,1,103,11,2,0,0,1,0
46,37,19,0,0,16,45,24,2,11,17,5,5,1.4,373,43,2,0,0,2,0
43,22,5,0,0,17,9,14,19,6,1,0,6,1.17,15,7,2,0,0,6,0
1,2,0,0,0,0,0,0,0,0,0,0,1,0,184,2,0,0,0,2,0
66,31,2,0,0,39,64,32,1,2,2,9,6,1.17,376,20,3,0,0,6,0
41,18,5,0,0,27,23,32,18,4,0,0,5,1.4,371,13,2,0,0,2,0
89,62,6,0,16,43,21,29,13,17,47,2,7,1,58,112,6,0,0,2,0
26,44,0,0,0,9,9,23,0,0,11,0,2,1.5,94,12,1,0,0,4,0
7,19,2,0,0,0,0,0,4,9,7,0,1,0,21,6,0,0,0,2,0
65,55,16,0,164,0,64,41,3,21,29,5,5,1.4,367,24,5,0,0,1,0
62,45,0,0,0,53,73,28,5,9,7,0,5,1.4,20,25,5,0,0,4,0
40,26,0,0,176,0,0,0,0,13,0,0,7,1,19,11,5,0,0,5,0
33,54,1,0,0,0,0,0,5,2,1,0,4,0.75,102,7,1,0,0,4,0
2,5,1,0,0,0,0,0,0,1,0,0,3,0.67,143,1,1,0,0,5,0
0,24,6,0,0,25,29,29,0,11,14,9,4,0.75,16,16,3,0,0,2,0
36,34,4,0,2,17,27,20,5,24,20,0,4,1.75,21,55,7,0,0,2,0
8,4,1,0,0,0,19,0,0,1,0,0,2,0.5,156,9,0,0,0,4,0
14,12,0,0,0,0,0,0,0,2,2,0,3,1,66,28,1,0,0,3,0
79,44,5,0,0,74,70,41,28,3,1,13,7,0.86,36,57,5,0,0,2,0
69,55,6,0,0,25,34,36,30,11,26,6,6,1,15,20,5,0,0,4,0
122,115,17,0,25,34,19,71,141,11,10,15,7,1,379,24,4,0,0,3,0
199,172,6,0,200,49,28,62,26,44,142,2,6,0.83,41,91,9,0,0,2,0
103,33,10,0,0,67,40,59,32,17,3,5,4,0.75,89,69,5,0,0,4,0
4,8,2,0,0,0,0,0,5,5,0,0,2,1,190,1,0,0,0,2,0
3,10,0,2,0,0,0,0,0,0,0,0,3,2.33,18,1,0,0,0,4,0
88,48,7,0,0,57,24,71,15,17,6,4,3,0.67,43,95,5,0,0,6,0
14,28,4,0,0,0,0,0,0,0,0,0,3,2,374,3,0,0,0,1,0
12,14,4,0,43,0,0,1,2,17,0,8,6,1.17,380,22,3,0,0,5,0
